prompt_id,split,category,source_row,field,n_tokens,distinct_tokens,repeated_4gram_fraction,top20_token_share,text_sha256
human-04523,human_context,closed_qa,13207,context,131,99,0.007812,0.396947,4c9e9142569bec83847b20dfea1f49e9ba655ee760ef6a3874700a55646dcc2d
human-04524,human_context,closed_qa,6145,context,533,193,0.158491,0.560976,8254efb7d827f873778a90cd429190d5ccf4c226abd67e0284de2f2520c3ac36
human-04525,human_context,information_extraction,4645,context,557,280,0.01444,0.378815,92ce9d8f57bf27e980a95086167f6e24d454f40f0ac76c81169e99e8d75d6b1d
human-04526,human_response,creative_writing,4267,response,150,114,0.0,0.373333,1a07297e472c7ef82b18fab5475254a0dae52368b52ab22192972d6dc35b2166
human-04527,human_response,summarization,2287,response,243,130,0.0125,0.469136,7d2ebea9a0557acb66307ccc9fae6360a143b637b36adfa6cdd12c6bbb9c0401
human-04528,human_context,closed_qa,7216,context,189,117,0.037634,0.444444,c3f8c1cc5b1e64c786f4e4c8d0a1d01fca43ae0cbfbdc390a22d5c481294411a
human-04529,human_response,creative_writing,11709,response,279,153,0.0,0.444444,c824a086647321d846da77492a371cb7bf3da2e53f625accf778005ed55af49f
human-04530,human_response,creative_writing,2993,response,153,109,0.0,0.385621,99cc5cd9d530b8b7cac64b00f4069542aeca21cb4de5c9e0d612fb1b1b15c2fa
human-04531,human_response,summarization,11917,response,148,99,0.0,0.466216,5fbde1027109ebd8084401277d48e55b8e48a6391c67720df2f7833ab46317cc
human-04532,human_context,information_extraction,292,context,143,91,0.014286,0.48951,7522f62c7a29abcbd8e6d18461340a4ba2d8bc141f625e72450526c5a54590bd
human-04533,human_response,general_qa,13065,response,1012,517,0.004955,0.337945,59053938d19a6211a4447e1761d1f5ba9e0af8cfa2ede6ed20f70a236ff25396
human-04534,human_response,summarization,12797,response,136,79,0.022556,0.566176,71175882bd373d540b1dde972aacbbc5a96d4b3f1e56e9b21986c416abaf54c6
human-04535,human_context,information_extraction,10288,context,160,95,0.006369,0.50625,02087025f7fcd71f4c3b375df763adc5398f9f2adc272776c5dbb02cd5913e15
human-04536,human_context,summarization,3827,context,218,87,0.074419,0.582569,55ffe7ea7404d0e2ba5fc1ce59f31a6132a3b63076fb16875d6896834c7ec3e4
human-04537,human_context,summarization,10237,context,321,183,0.044025,0.383178,e5ec92fbecb83f853987360b32c671ee10a01f696f5e0b6a8b565f62b793f579
human-04538,human_context,closed_qa,11623,context,282,175,0.0,0.368794,10c0d17e750c74e814daea80ba248d7561d5114816d98e628654c9a44a5bb2d1
human-04539,human_context,information_extraction,913,context,221,114,0.004587,0.511312,f147869dbd178ad3fa67c9cefe41b62f0448fe30d8c2ab6f796d0d0d0537692b
human-04540,human_context,closed_qa,1702,context,151,95,0.0,0.490066,8be676254d99da8395c280e759321c2f20a9a87064f08564d08266b051bbca49
human-04541,human_response,open_qa,2340,response,234,122,0.008658,0.487179,9b64c311c1ee411feb4af9af8a5e095dc40268b03fb4da8cd042152c7938068c
human-04542,human_response,brainstorming,4001,response,220,114,0.023041,0.440909,162b1fe52a5d14c63bffa2b90fafc5e71bc3394458bc63741b3943b68cbdf751
human-04543,human_context,closed_qa,8456,context,239,115,0.012712,0.48954,4b81f6b608f983f50311c66d1505988883c5bdabaef6cad06bd9f40fa8db77ba
human-04544,human_context,information_extraction,3481,context,150,84,0.034014,0.546667,830d06b7bfd82014b1a21ecfc7196500bf1db6ffc277e8660862aff7b720dc93
human-04545,human_context,closed_qa,10658,context,251,135,0.0,0.446215,66c9630ff563e37c0d74aabddb57a5b1bbd113c617eb234ddd5416cd144b7dfc
human-04546,human_context,closed_qa,5233,context,202,121,0.0,0.480198,09fe66f3938a0f3e18818d852e6d587c5dee2ab15ab3aa37893785ab62aff621
human-04547,human_context,summarization,10689,context,134,72,0.015267,0.61194,59ce3a0d95a937decbd9265423d33db56eed96ea9b5087043e33f78b3f227eae
human-04548,human_context,closed_qa,8865,context,214,114,0.004739,0.53271,3008dd4abc021a9799eb2a5ab3ce5814c508c5932b7e0c41d67c798a4cfd5e47
human-04549,human_response,summarization,12913,response,137,95,0.022388,0.430657,892b8bec2a24b823bc527ab40ccb2d9855c44717a8fdc4816f86e85abaa85e3d
human-04550,human_context,closed_qa,8345,context,213,105,0.07619,0.530516,ae78ac9cd1ebac819b088c033164a72daf2f3634116f6a4431016cf9bcde9948
human-04551,human_response,general_qa,14961,response,174,111,0.011696,0.448276,04c3ce73967b822dad26f1736d57910ccc601bba70ab7c5338c1b654413e0245
human-04552,human_context,summarization,9400,context,521,269,0.046332,0.393474,baf4c8050720a91d08d54f301f77d378241e1c1f90358a9ee93d68476e602ce9
human-04553,human_context,summarization,3969,context,423,206,0.07381,0.404255,4955d4b4c9b94891f8586b2593eb218317422cac6350f1bec705a9fbc0a2577c
human-04554,human_response,open_qa,14718,response,315,182,0.0,0.428571,9f02ef81c76294623831b3b86eac4c8409d3aa8bce5b65b8c08be7e93a0daa84
human-04555,human_response,brainstorming,10489,response,165,99,0.012346,0.478788,68fa0e86e48ec6a6cac49256d79ff3b4e65d27811493bf9daef0510fa807cf33
human-04556,human_response,general_qa,8839,response,393,199,0.005128,0.386768,686306faef2b39a311a1bfdedec1adda8d59758f9140818698b6aff6961f1c41
human-04557,human_context,closed_qa,5962,context,154,77,0.238411,0.551948,7e40335d2db6938088ed63ff26a96885c18eaeb3b895111b05a3c6e9b525be6f
human-04558,human_response,open_qa,12308,response,130,80,0.0,0.484615,bcc762d1317766eb42b5e250fe3b07ad7eb79311790820da9ef66d9c061eb339
human-04559,human_response,classification,9825,response,216,122,0.0,0.449074,463e7934a5652ed9b6b056d39f2ee434836737206f428fcf5a2a458266bda21b
human-04560,human_response,open_qa,3468,response,156,91,0.013072,0.49359,3f7b10f705b848274ca23f778fb2dcb4b7016814acb660ebc48d337f342c6b77
human-04561,human_context,closed_qa,9038,context,643,301,0.042188,0.399689,a675a6e08b6ab89cb8bd65aa499d7a4c69addc8b56f0d122dcd23b60dd719906
human-04562,human_response,brainstorming,4657,response,156,102,0.0,0.448718,2feed72e084dc8a4f5ddc4d56b650247a50051a749c614f71de48ad91c434970
human-04563,human_context,summarization,6017,context,197,119,0.010309,0.451777,6da0915ba5dcec153a59d9eb2240f15bfc16d7144e90be7f1304fe9b40108d54
human-04564,human_context,closed_qa,7711,context,154,96,0.033113,0.5,a989126599141de52e122efcf045c7cc68ca581ed01a6fbca6fcfa8440d0ee8b
human-04565,human_context,summarization,12570,context,325,157,0.040373,0.44,95c4168328c372776e8bb4f28d4db6ddf65fb74f026de9d9418efce7455b51aa
human-04566,human_context,summarization,8336,context,350,193,0.014409,0.394286,54b0fc004289a1ca146c25b5b5905a26ff5fa9df8151210cc71491b5f116b6ac
human-04567,human_context,information_extraction,14204,context,482,242,0.010438,0.417012,26db667b4adbb93ee89fd11a103cd1e7e0d5db7bad7b6e5d1ebd401847325f2a
human-04568,human_context,closed_qa,14731,context,246,136,0.061728,0.512195,13f6bcdc1bc3a300a56820432dfc3a2e4da77295800377a38699315df02e4245
human-04569,human_context,information_extraction,2621,context,317,146,0.015924,0.451104,fd9feb203d352a5933c73f6ca9a5d2433bf071d7daf2fa0454846c2bb43edb50
human-04570,human_response,open_qa,9349,response,338,169,0.041791,0.41716,fb2a808da27c51a2fc5eb42959f27d1d726da68cf054f957994fa1ac0fb1c078
human-04571,human_response,open_qa,7283,response,137,87,0.007463,0.510949,f6e7b3493d7770b95cde6c0d1fc338fced88548e53d4640637b4a242e79c9c26
human-04572,human_response,brainstorming,14873,response,285,168,0.003546,0.385965,f1840704fb835b6541383599ed4b2ce6bbdade46a3a35278e56e9d18af885e11
human-04573,human_context,information_extraction,14283,context,675,336,0.035714,0.391111,21dddd86c2d4a92652365d0262274958b8af8a6d0aec0c6ff3ad1cec12d06be4
human-04574,human_context,summarization,6859,context,156,92,0.0,0.467949,bb254b22f34ff8fa0e2fbf2f6b3a079c76678fbead9eb9c5127828a26d2730ab
human-04575,human_response,classification,9320,response,746,315,0.0,0.58311,44021efd85750f8987313ea85f3cb9419d5b25ac49394dcb06f9b507a5a6fd87
human-04576,human_context,closed_qa,5614,context,137,90,0.022388,0.474453,c764ecd030f51952449f75c5cf67461e73ceebc082de95d078323d2edce6c123
human-04577,human_context,closed_qa,11522,context,206,107,0.049261,0.495146,3941687fe0c7e7d7f0002b999cba28c6c0cd12f9b5a113d1de514b0b89b1e871
human-04578,human_context,summarization,13344,context,530,226,0.039848,0.407547,e157532afd8f60f64d7340f2b1d501adf16fe357835813aa8239eb8ddb63c14f
human-04579,human_context,information_extraction,5264,context,249,129,0.03252,0.473896,d9f5d4732302cf6d5f05fbd7e8efc9bda150786b2636c2cd17ff048a91bb0a8e
human-04580,human_response,brainstorming,2219,response,183,111,0.005556,0.453552,80bb7996e9a5b14b24837b39268f72be8f01fb3ff55ccbba414d0a18535a0d56
human-04581,human_response,summarization,12544,response,291,166,0.017361,0.378007,a9020fbf3a057025c512abbd421ff7ca01d5f3b510a6366faf5547d6afd502de
human-04582,human_context,closed_qa,10391,context,194,114,0.031414,0.463918,ff3f9d38c73f1d28c71a541977c4e3b4e33fe9553e2cbcada0454e1e8998fa2b
human-04583,human_response,general_qa,12747,response,168,104,0.048485,0.440476,4543d0a46bb3f2dcffb976baaf67868880a6de56be073a199005e6be4132bc4b
human-04584,human_response,general_qa,6195,response,284,153,0.007117,0.433099,a614a8b7b398e073cd3916e0ffa98429e57aad49e5944ca30d9f69bfc941dcda
human-04585,human_context,closed_qa,12217,context,128,92,0.0,0.4375,7c022501c8bd95966efacb3fd9c1c756b5e6eab9be429b3ed4708152fc9a48d6
human-04586,human_response,open_qa,9652,response,185,106,0.049451,0.491892,3faa8b396269f6647007877d2c65402d6d84f0b049ae84370397551c74041a98
human-04587,human_response,general_qa,8873,response,161,108,0.0,0.453416,7ac8644be26f60008b3d0a5461592d29be55f4bf85cd6254e40198a46e6b8500
human-04588,human_context,closed_qa,6370,context,470,219,0.047109,0.42766,b1b9b32b048e33afaf2483732f1037d6c59cdd5e1f00a2fc6fc35727b6c19ab4
human-04589,human_response,general_qa,432,response,264,128,0.011494,0.481061,8d63c9a51ed977de3573c0702328487e9e34c3572178d27bd34c8cbe96b0d4bf
human-04590,human_context,information_extraction,4338,context,388,159,0.07013,0.536082,b38525c287785f579005e14d27229283bcc017061bc7d6c5c5c28bdfb29605f3
human-04591,human_context,closed_qa,14823,context,160,101,0.019108,0.45,1844d57fdec4d52650b4813418bdf78cddef8a1a1d8bd4ea3d5979b7277966b2
human-04592,human_response,brainstorming,5413,response,138,66,0.222222,0.644928,460ea4a8c4991213f418f39904d74787ab65b3ba0d68d109b1f52b75f5537f24
human-04593,human_context,summarization,5999,context,282,149,0.035842,0.471631,94a6ee54181366ee7d114191df2c75616dade6e8eff24a8d26b7ea246a55bdc0
human-04594,human_context,information_extraction,2449,context,177,124,0.0,0.40678,d602d91bf75691a2884e133549b20823cc2f4f37ffa24dc4e100eb2c4793f599
human-04595,human_context,information_extraction,3819,context,642,340,0.032864,0.352025,4b4b9e913a5e2fcdc68e5afd4b81400234a04741689fad516445377436589f15
human-04596,human_context,information_extraction,9691,context,262,124,0.096525,0.541985,029525904c423b3fab3708d4af263585b9cfad29584f60dc63b2e8205cbb3117
human-04597,human_response,summarization,11939,response,145,88,0.014085,0.510345,2126aab99e6077544070c41d067a6894306700267ed68306c685d9b8d90fe1e1
human-04598,human_context,closed_qa,13337,context,137,90,0.0,0.489051,1436c281fe277428487e2083de3494d5d12094ea964dbbe94ebe49108a90d746
human-04599,human_response,creative_writing,1216,response,251,141,0.024194,0.474104,111b6d3942e52036b24adbc94aed1107fd544aad85456d4a204f815df5932ed3
human-04600,human_context,closed_qa,1897,context,144,80,0.0,0.520833,36b31801c4d7b4a2d57bdadbc6795b91a161b9532c7356da7a7c82d1bb055406
human-04601,human_context,information_extraction,12427,context,421,206,0.026316,0.422803,910810dcb8794296868c6986427e5d8bfeae63c9b28fde6be08b97b367bd3a0d
human-04602,human_response,summarization,9400,response,148,94,0.0,0.466216,f2e03c3728c1a2686693c9fab6582050f805a0dd107cf6788ff0293ddc22fdc0
human-04603,human_context,closed_qa,7561,context,161,103,0.0,0.465839,b9bcfeb65e116cad81f446acc3908b71f07adfca4d4010e777b986b3a8367c87
human-04604,human_response,general_qa,7141,response,266,133,0.026616,0.43985,61931cf33ea9cf83f997d94a8147f1e2250491710d3d1d1b6e7fdc77dab94905
human-04605,human_context,information_extraction,3598,context,493,243,0.014286,0.427992,4029425e7ba8092a9f7aa7f391dbc52d45c387a008393a23c9f3203b92a289ce
human-04606,human_context,information_extraction,2697,context,173,128,0.0,0.352601,7927d4110530b4e002f2e9c025a8dfa0b32636a6de6c2fdf1e00a4f3c34ca9ba
human-04607,human_context,closed_qa,5009,context,394,206,0.005115,0.426396,379be1a2f1cf0a72461498f62e372adba9b14c72d229665398345beab2152e56
human-04608,human_context,closed_qa,8318,context,169,86,0.048193,0.526627,a81544305da81aaed2ef65c726fd5ac3276accfcd3510c73928581d808aa168d
human-04609,human_context,summarization,5625,context,252,111,0.056225,0.563492,95e3cf9e3444e66c3d96c6e5e09e0192537412f0c331fdf6d479ef2fe31ed92c
human-04610,human_response,summarization,11547,response,133,100,0.0,0.398496,10de79c7e6dc9ad09b636688e34665477cf1729ee0d890460e48ea09aecfebf8
human-04611,human_response,brainstorming,10080,response,131,90,0.0,0.458015,3a210858ae8678b2c18fb2defd21d12e9f2f778f238bd0700026ce3ccceb53ba
human-04612,human_response,creative_writing,4895,response,307,164,0.0,0.397394,45c26463cdfffb8f5bc5aa41e6487411d99627efbd6f38eeb3a01918868785b7
human-04613,human_response,general_qa,3416,response,391,225,0.002577,0.381074,d22432ab38a92959dedea8e6f56bc477be07dd485bd888e84a1811f3f272bcf1
human-04614,human_response,information_extraction,585,response,268,150,0.037736,0.402985,9c8f33f9a92a3ad83ce93459f359f7c48f942d3aab21a95cbe72c50359492142
human-04615,human_context,information_extraction,12001,context,464,210,0.043384,0.461207,b9ec25d11d4e83730e74d1a1579b079d7622ace26e245e6a75300c43617e0bcf
human-04616,human_response,summarization,12565,response,142,82,0.035971,0.5,ce3a3dc49a72f4796a01bb3cd603086b6fcf5642bbde76103ac325e68551ed94
human-04617,human_context,information_extraction,4580,context,301,181,0.0,0.431894,095b2da18d62fa634d5cbc1e23cbd7e78f34d5030ee9eaca9957b8a23494d9b9
human-04618,human_response,general_qa,12415,response,155,76,0.092105,0.619355,740481acf9b0ac1111febfbbc4222f16e687e7d0f26137925df70c82bff9d378
human-04619,human_response,open_qa,7322,response,156,84,0.013072,0.532051,b3a06456b3058adeb5d8db0a7587d32941d3a859644c87ecc9e1abcaebb69f97
human-04620,human_context,summarization,3042,context,243,138,0.0,0.403292,f366a613e88faf21c4a2d3083ee8a7eb3d280885b056d008c22cb8a3b26a5140
human-04621,human_response,brainstorming,12959,response,175,116,0.0,0.422857,c0b10c7588b3c1e044a9b6672355f34a209d6df53ccbb32d827cf0ade5dca466
human-04622,human_response,creative_writing,9251,response,277,175,0.0,0.364621,d806db12ce91a3177d8d07138f7c1e738e683b14856e6bc34546515aecd8b54d
human-04623,human_response,general_qa,6611,response,147,74,0.069444,0.544218,90c037ec6d3fc1ed9a54e1be0cafc152b9544bff6d5981bec579989e5bbfc986
human-04624,human_response,general_qa,3617,response,155,99,0.0,0.490323,0538a6409b03f38c5060f2be6ea740e3e84e97d5494aee866ed37a32713ce9ac
human-04625,human_context,summarization,11210,context,152,106,0.0,0.407895,6983cbd4c6db45b665d74e0f53165ab8c471cd161b8c06eae1b00834f1d33de5
human-04626,human_context,summarization,7169,context,176,121,0.0,0.420455,e6060c56683482b95d17cb73b4b794068c996079f8cef353a977d831e04823cb
human-04627,human_response,information_extraction,12647,response,194,121,0.010471,0.43299,263fca25fb4d28960f25ce1a1fe98ec723aa0d85715dca5352ba4b5148f12602
human-04628,human_context,summarization,10953,context,392,201,0.020566,0.436224,800ee72cefdfc9b9cc01f868ee14fa7bb04efd7a3449aeb3e3ec290bd469f6a6
human-04629,human_context,summarization,4705,context,222,146,0.0,0.40991,3de891366442c81cc94dd7c66d8a090287716ec948ba811e263ed2a854073d82
human-04630,human_context,closed_qa,6993,context,242,125,0.029289,0.454545,b465c3c619bf10ffffbe912c886c0f409163cd79c22af3a677096a6f2cdcfd99
human-04631,human_context,summarization,4497,context,504,230,0.031936,0.444444,79cc754542659ff48763f05cdc7dd0a41bdd6e8fab117a35cdf1ec964f913d4a
human-04632,human_response,general_qa,9149,response,258,109,0.039216,0.503876,a32c0815fac27a569da32cf624ffc454be91cf206da7cc44d856c8ed68096003
human-04633,human_response,creative_writing,12765,response,202,130,0.0,0.376238,81180352f68bdcfc3dd8333cdca0e2d3a3db3dc89d971143a00cfb36d39dd1ac
human-04634,human_context,summarization,9243,context,727,332,0.009669,0.396149,7a92e319bbfd5915653f9a0fa1e1a2cd93a17d482e6044d588e467f3f6c47daf
human-04635,human_context,information_extraction,4020,context,134,84,0.030534,0.447761,ab089632fc35cc488140c1aecf1a3c7f33eec7ccc1c7b5cf80d3748e8fcce46a
human-04636,human_context,information_extraction,3288,context,789,348,0.02799,0.346008,9435497e5a0a1762482fe96ddb64a34939bbbbf74d83f302db0ee6641cdc9a1d
human-04637,human_response,general_qa,5886,response,205,118,0.0,0.463415,54579ccbce6988bef8f8ca908824d46c42b466105faf042660d90c10e07431e1
human-04638,human_context,closed_qa,9705,context,345,154,0.038012,0.472464,5d1defa407d3079bcf2e51b5e67dc5ddba81aa738798f597289d45d4249669a9
human-04639,human_response,general_qa,5225,response,146,89,0.0,0.506849,a78ecdffe78334fa65adca80b6e440bac6aa2ed18e974035359d899f70e41778
human-04640,human_response,creative_writing,11914,response,191,101,0.031915,0.486911,d03a31f03af249e8fc4067295bc79076d0da909ed0c502867c55b97f9553d1e1
human-04641,human_context,summarization,6138,context,380,162,0.034483,0.505263,bfb10ee1543978ebf2220dca8e3899b4f7903465fe65553610bea004fb936028
human-04642,human_response,general_qa,3774,response,533,232,0.067925,0.403377,6121f5e2c9556dcfe35cc7fb5f9957bef51f5fa2ee31ac0fe93dcab0a08e871e
human-04643,human_context,closed_qa,2033,context,141,92,0.028986,0.432624,265d552c4346029df02d383f47aeb473279ad5701e99b55766df9abaa0cf1eec
human-04644,human_context,information_extraction,8649,context,453,243,0.02,0.373068,5bb0915271406e06f1ad291dcb46523c313bd661f65ea2ed6b08cc9b18f94b82
human-04645,human_context,information_extraction,3934,context,362,210,0.019499,0.392265,6ff3e66f5917ff2a092391a7de0276110e542ccf114ec4f2954cb6e664d26f96
human-04646,human_context,closed_qa,10050,context,152,115,0.0,0.375,c996f5050ba96d82bca6a6ef0683e4a9b3f15c5b6dc5f77d55f9008296d53e2a
human-04647,human_response,brainstorming,14714,response,135,83,0.0,0.533333,d92836c0cf93bb73be410f38e08fc4f86ddb37679d958ee661e72f875e79681d
human-04648,human_context,information_extraction,10037,context,475,257,0.012712,0.385263,5b5ad17bc3deb4ec69f5f52c385f08581c34e484b3205c82540ac448ed83eb74
human-04649,human_response,open_qa,140,response,280,176,0.0,0.367857,cc7e87f12bae4598d742ce5055f8b88112a3a97e817500adae258196cca2b1e7
human-04650,human_context,information_extraction,13163,context,215,114,0.028302,0.469767,ccebb887500871736c1ae2530d2d869e8f241f113a8c16ae86dffb30f656bc98
human-04651,human_context,closed_qa,12485,context,147,97,0.0,0.462585,427987a8570ca05ee14080bca773ef40041eeeb4c1037ee4b56d00e1d831f3e6
human-04652,human_response,brainstorming,4944,response,192,121,0.0,0.421875,4fc134e0097fbeb06b0d95b07f344e1bd05b204f09488c4efad14374b1612152
human-04653,human_context,closed_qa,2673,context,228,113,0.084444,0.548246,b4720fc2217336839dda1dd057ee863184ca0834f86045a57758a29d3fa0e407
human-04654,human_response,open_qa,7166,response,225,110,0.004505,0.484444,2eb4a9bdb5a2a7f1ad12aa22722affa0921d3f18f7bb2f5aef57b700bb42716e
human-04655,human_context,closed_qa,11933,context,201,94,0.025253,0.547264,f0da0930d540e50f819bd73b6a45d3e2f5d17bf1cb1e66afdd578c350c79b849
human-04656,human_response,open_qa,13266,response,197,91,0.020619,0.558376,0ef922f496a20b4d2bfe87019e74b52f340af729b2a3120c70e00c46ce721884
human-04657,human_context,summarization,6715,context,160,83,0.050955,0.58125,bb290017071f725660f838a7444b399637857ffcb28b1bee8676030e24325364
human-04658,human_response,open_qa,11082,response,286,128,0.031802,0.493007,9cc48c8e93c220d038436167389793b4163eba93d6b8ecf68de80ab3be682c65
human-04659,human_context,information_extraction,13846,context,318,208,0.0,0.349057,33c98735e49104f4173b8dbd62045fa60f73fa6c3fc1f8f2921a180b440bef26
human-04660,human_context,summarization,8729,context,136,87,0.0,0.477941,137f7fc4d04bdefbe0ebe368be84b6a4b77e8252829043c1c1076cc519183834
human-04661,human_context,closed_qa,538,context,506,256,0.025845,0.450593,fec5dd0967a5ee488f9503f0077bfd39be44a765f04d24527f687fd75bb00114
human-04662,human_context,summarization,15007,context,353,211,0.005714,0.362606,ab49dac5a8ca4a56554440395c3dabbb6d3a873d0696d181ef7252aeec0e6e99
human-04663,human_context,information_extraction,5330,context,128,64,0.072,0.65625,ad5b3417e1961efb01ad3cbdf850036895527f83182d9b6dada9a0caef315572
human-04664,human_context,information_extraction,10358,context,177,109,0.028736,0.446328,774fde096ac1037b53b74c9aeded3e13d294829f9802084d558498cbbf174dbb
human-04665,human_response,information_extraction,5392,response,468,188,0.092473,0.519231,26e7eebb9a52b033bbefa727b44cb8c30bd373538f20df77d76a03ec837fb077
human-04666,human_response,summarization,6668,response,135,81,0.0,0.548148,037029eab12bd942e96a0d5d4f11fd787f51161ec740ebf210b33e91e49f1747
human-04667,human_context,closed_qa,5165,context,143,111,0.007143,0.363636,98f1d36c739c829dd9cf78ca0d906f503f0c50283bab75e0a8d5f9f113d75326
human-04668,human_response,classification,6156,response,648,316,0.006202,0.390432,98311f8b994bcdf233de2e47d3f074778fda3ba5ac38e731dd14f2974d7bb650
human-04669,human_response,open_qa,1710,response,157,97,0.006494,0.452229,d2880156ef4ba7e2a41881511582cece6e189cbb90748a2bfd98685af9b3edff
human-04670,human_context,information_extraction,2317,context,531,242,0.051136,0.448211,40729f579774abbaf25ab3d4fe9b7e589413add1faa1a95b81876ad8ec857098
human-04671,human_context,information_extraction,2085,context,672,241,0.06577,0.449405,475acff24a7e67e61e2b0aaaa0a870d655ab77ae857fe252154afc6fe067e585
human-04672,human_context,information_extraction,10947,context,152,84,0.026846,0.546053,0f7b90d37ce23f08cd6433e78a5b8efad8606b63438bec8882bbfbc73a6096c1
human-04673,human_response,general_qa,5135,response,260,144,0.077821,0.384615,792ba3e6984d25cdc58aade0c02c9affaaebf45767db6c657962fda8a909a283
human-04674,human_context,summarization,1614,context,235,125,0.008621,0.459574,064fbc4a176072df7d5a22cd3e2faf140741cb74b4571397949263ed29292145
human-04675,human_response,creative_writing,266,response,199,102,0.020408,0.452261,622c7cfa7b4952ace70f72002bfaf23206d4922c03872d019a44e1cb555a41d1
human-04676,human_context,summarization,5166,context,225,126,0.0,0.48,1bc13312ff2e7b0c2a86077dac40a549c5cac2c7f8976e3b6ede5c20456e4d31
human-04677,human_response,classification,4681,response,146,84,0.027972,0.493151,ef7daeec3a7d4c71d34bbe2b6ec6e535173d9b77b6383e23e9f2957627a60401
human-04678,human_response,closed_qa,5302,response,128,72,0.0,0.554688,0ca8be07b8b1d5fa815d96e7467ec84448a214e38834705ea4809e4b28192ca3
human-04679,human_response,general_qa,458,response,185,106,0.0,0.513514,c6f4d356ce73a70fcc886596ba29ad27fb86ef805f4fa22234228d903f905fc2
human-04680,human_context,summarization,2330,context,254,136,0.003984,0.480315,15307c4ae392db828a7c8ef34c3da571a0cb9a1645932d9745c7a0a08371799c
human-04681,human_context,information_extraction,4440,context,263,154,0.019231,0.391635,a2dc1152fa210829a3774f41d9deb32c95b8e8233cd443738b58ad8599299f77
human-04682,human_response,open_qa,8523,response,138,83,0.0,0.507246,934fb4d8e00c1ce49be800ded9003ec345e4005997490eb11b9da4430403beec
human-04683,human_context,information_extraction,13834,context,157,96,0.012987,0.452229,c5e22d93144911dfa33b06ea1d44d6f0b35d2399d6a4e89605e24657b6e278ca
human-04684,human_response,general_qa,2778,response,176,94,0.017341,0.517045,56c5b32198873be9d47d83e60673896d19d3284a6c8e310dad2d0903c479b6d4
human-04685,human_context,information_extraction,13707,context,157,89,0.012987,0.515924,42be2e5b1a8d70b706deffaa02c9f7c7ea7d6f553772b57c534d03087455efdb
human-04686,human_context,closed_qa,326,context,230,133,0.008811,0.443478,3ce14aef91ceb2798ff8674c4a4488f2888248262edf2cad89f3587132d8cd17
human-04687,human_context,information_extraction,151,context,348,202,0.0,0.413793,79b6d80ad4936376baa39a64da6e617d50857005c265de64138e50a62efec1f0
human-04688,human_context,closed_qa,13733,context,293,160,0.024138,0.412969,2110b39b770047887aa82c11d005a86b59e281ccba5f794c20884b3f7eb08e34
human-04689,human_context,summarization,12107,context,347,176,0.014535,0.449568,0ab29983d47c5bc8a185dd4d31beb6ff43d5e200e1297fa3800457ccdccd0491
human-04690,human_context,summarization,13028,context,392,210,0.015424,0.354592,24bbc84e24a4f559663b6b86811d60ac40e19f1a1dfb5dde7436d600f3094a92
human-04691,human_response,brainstorming,11624,response,187,125,0.0,0.417112,87de5b160bfdba411d1c3715982967021ed3fff0006e63aa8f60f9ae376b44cd
human-04692,human_context,summarization,11104,context,292,179,0.0,0.39726,bee36f21178b5d83bf93140f49a420ef924e954dc2f066bd35d9ffdc67a9455a
human-04693,human_context,closed_qa,7952,context,291,159,0.03125,0.398625,6afbd86afcc3a75e329d1a4a7c1706f8d7ea45a851f287d582aad9ae279495ee
human-04694,human_context,information_extraction,12484,context,485,236,0.024896,0.364948,fa85614266b743527de271c2c28f70b40008c60dcd7cef093bb97b7f8371d758
human-04695,human_response,open_qa,3342,response,200,131,0.005076,0.4,0fabdb708f793c3920ec382db456185800b07c96c25a6e4680b3c969363a517e
human-04696,human_context,closed_qa,13081,context,203,130,0.005,0.423645,dd152744532a4b1af18dbce038c6ea8cc62e638ca5febfc3f54cedb41e3ac11c
human-04697,human_context,closed_qa,14290,context,185,128,0.005495,0.372973,a46d13173525b937a4fec4a415c348b1136186387e70933f2ea821ca41a8ea54
human-04698,human_response,summarization,1555,response,407,199,0.014851,0.454545,59cfa3a220556dcb1bb828e625ef7c7851b2eaa99d2bbf3e126354318a31a954
human-04699,human_context,closed_qa,7825,context,266,150,0.007605,0.390977,afb80e25f7cd5a2ede5dbd50a2dc09452169930dce1e45c579edcc85317b4cd4
human-04700,human_response,creative_writing,170,response,175,122,0.0,0.365714,bf6778836fcea92553e4c90d4019ece6a9c4c0de880794e5a9215d5f44572dd6
human-04701,human_context,information_extraction,11005,context,410,220,0.039312,0.397561,1d95b9296e2b8072cfb8fb2626a834447f4b73570577a11f56b045f43359a1fb
human-04702,human_response,classification,15004,response,396,190,0.005089,0.358586,7473f7db5968fe6ad7eeeeb585a70c0bc1d8806ea36efd56003bf7ca3dbd6d7e
human-04703,human_context,summarization,4333,context,453,268,0.008889,0.342163,8ac862fa95d725d516a72367cf9b5e742a097fbf5451a41e8bb1250c1bb16b39
human-04704,human_response,summarization,6500,response,206,102,0.019704,0.543689,933db2d19f10d5ed7db945f779dd9bcd30eb71852addbd33365915b17075d2d2
human-04705,human_context,closed_qa,1636,context,240,122,0.012658,0.491667,9cb31d42ba06e4cde345a00229ec47eba640c14502eeb9b350df2e2c79692748
human-04706,human_response,open_qa,7670,response,340,217,0.005935,0.361765,b13fc17ac1504e0bfe13f8189d5496b0bab0399dbdc6d635e42be752b348e56c
